0,21.6,15.4,45.7,49.7,20.6,Male
1,13.9,11.1,29.2,33.3,12.1,Male
1,11.7,10.6,24.9,28.5,10.4,Female
0,11.4,9,22.7,24.8,10.1,Male
1,15.4,11.8,33,37.5,13.6,Male
1,14.9,13.2,30.1,35.6,12,Female
1,10.8,9,23,26.5,9.8,Male
1,15.1,13.8,31.7,36.6,13,Female
0,21.6,14.8,43.4,48.2,20.1,Male
1,11.6,9.1,24.5,28.4,10.4,Male
0,14.1,10.4,28.9,31.8,13.5,Male
0,17.8,12.5,36,39.8,16.7,Male
1,16.7,16.1,36.6,41.9,15.4,Female
1,10.8,9.5,22.5,26.3,9.1,Female
1,15.1,13.3,31.8,36.3,13.5,Female
1,15,10.9,31.4,36.4,13.2,Male
1,16.1,11.6,33.8,39,14.4,Male
1,15.3,14.2,32.6,38.3,13.8,Female
0,15,12.3,30.1,33.3,14,Female
1,12.8,11.7,27.1,31.2,11.9,Female
1,16.1,12.8,34.9,40.7,15.7,Male
0,14.9,13,30,33.7,13.3,Female
1,11.8,10.5,25.2,29.3,10.3,Male
0,15.6,13.5,31.2,35.1,14.1,Female
0,18.2,13.7,38.8,42.7,17.2,Male
0,20.1,13.7,40.6,44.5,18,Male
0,22.1,15.8,44.6,49.6,20.5,Male
0,22.5,17.2,43,48.7,19.8,Female
1,12.3,11,26.8,31.5,11.4,Male
1,12,11.1,25.4,29.2,11,Female
1,8.8,7.7,18.1,20.8,7.4,Male
1,16.2,15.2,34.5,40.1,13.9,Female
0,15.6,14,31.6,35.3,13.8,Female
